GCF_000006645_00001 mioC
GCF_000006645_03954 tusC
GCF_000006645_03955 tusB
GCF_000006645_03956 rpsL
GCF_000006645_03957 rpsG
GCF_000006645_03958 fusA
GCF_000006645_03959 tufB_1
GCF_000006645_03961 bfd
GCF_000006645_03962 bfr
GCF_000006645_03963 rpsJ
GCF_000006645_03964 rplC
GCF_000006645_03965 rplD
GCF_000006645_03966 rplW
GCF_000006645_03967 rplB
GCF_000006645_03968 rpsS
GCF_000006645_03969 rplV
GCF_000006645_03970 rpsC
GCF_000006645_03971 rplP
GCF_000006645_03972 rpmC
GCF_000006645_03973 rpsQ
GCF_000006645_03974 rplN
GCF_000006645_03975 rplX
GCF_000006645_03976 rplE
GCF_000006645_03977 rpsN
GCF_000006645_03978 rpsH
GCF_000006645_03979 rplF
GCF_000006645_03980 rplR
GCF_000006645_03981 rpsE
GCF_000006645_03982 rpmD
GCF_000006645_03983 rplO
GCF_000006645_03984 secY
GCF_000006645_03985 rpmJ
GCF_000006645_03986 rpsM
GCF_000006645_03987 rpsK
GCF_000006645_03988 rpsD
GCF_000006645_03989 rpoA
GCF_000006645_03990 rplQ
GCF_000006645_03991 zntR
GCF_000006645_03992 arfA
GCF_000006645_03993 mscL
GCF_000006645_03994 trkA
GCF_000006645_03995 rsmB
GCF_000006645_03996 fmt
GCF_000006645_03997 def
GCF_000006645_03998 dprA
GCF_000006645_03999 smg
GCF_000006645_04000 topA_1
GCF_000006645_04001 tsaC
GCF_000006645_04002 aroE
GCF_000006645_04003 yrdA
GCF_000006645_04006 uhpB_1
GCF_000006645_04007 uhpA_1
GCF_000006645_04008 eptB
GCF_000006645_04009 menH_1
GCF_000006645_04010 proY_2
GCF_000006645_04011 hutH
GCF_000006645_04012 hutU
GCF_000006645_04013 cysK_1
GCF_000006645_04014 pyrE_1
GCF_000006645_04015 group_4590
GCF_000006645_04016 ddaF
GCF_000006645_04017 yclQ
GCF_000006645_04018 yclN
GCF_000006645_04019 yclO
GCF_000006645_04020 yclP
GCF_000006645_04021 group_2860
GCF_000006645_04022 group_4594
GCF_000006645_04023 group_3589
GCF_000006645_04024 group_4595
GCF_000006645_04025 group_4596
GCF_000006645_04026 group_4597
GCF_000006645_04027 group_4598
GCF_000006645_04028 intS_1
GCF_000006645_04030 xylR
GCF_000006645_04031 xylH
GCF_000006645_04032 xylG
GCF_000006645_04033 xylF
GCF_000006645_04034 xylA
GCF_000006645_04035 xylB_1
GCF_000006645_04036 group_4603
GCF_000006645_04037 papD_1
GCF_000006645_04038 papC_2
GCF_000006645_04039 group_646
GCF_000006645_04040 ybgD
GCF_000006645_04041 wecH
GCF_000006645_04042 group_300
GCF_000006645_04043 group_8440
GCF_000006645_04044 mdfA
GCF_000006645_04045 group_3684
GCF_000006645_04046 group_651
GCF_000006645_04047 group_652
GCF_000006645_04048 group_1861
GCF_000006645_04049 group_4607
GCF_000006645_04050 selB
GCF_000006645_04051 selA
GCF_000006645_04052 fdhE
GCF_000006645_04053 fdoI
GCF_000006645_04054 fdoH
GCF_000006645_04055 fdoG_2
GCF_000006645_04056 fdoG_1
GCF_000006645_04057 fdhD
GCF_000006645_04058 sodA
GCF_000006645_04059 trg_2
GCF_000006645_04060 group_853
GCF_000006645_04061 group_4608
GCF_000006645_04062 group_8002
GCF_000006645_04063 yibL
GCF_000006645_04064 group_3686
GCF_000006645_04065 mtlR
GCF_000006645_04066 mtlD
GCF_000006645_04067 mtlA
GCF_000006645_04068 group_9090
GCF_000006645_04069 glyS
GCF_000006645_04070 glyQ
GCF_000006645_04071 group_4609
GCF_000006645_04072 tag
GCF_000006645_04073 yiaC
GCF_000006645_04074 yiaD
GCF_000006645_04075 group_3687
GCF_000006645_04076 ghrB
GCF_000006645_04077 malS
GCF_000006645_04078 group_1411
GCF_000006645_04079 avtA
GCF_000006645_04080 aspT_1
GCF_000006645_04081 ibpB
GCF_000006645_04082 ibpA
GCF_000006645_04083 group_3690
GCF_000006645_04084 tolB_1
GCF_000006645_04085 group_1417
GCF_000006645_04086 tdcB
GCF_000006645_04087 arcB_1
GCF_000006645_04088 group_9113
GCF_000006645_04089 group_8431
GCF_000006645_04090 group_721
GCF_000006645_04091 yidA
GCF_000006645_04092 gyrB
GCF_000006645_04093 recF
GCF_000006645_04094 dnaN
GCF_000006645_04095 dnaA
GCF_000006645_04096 group_7982
GCF_000006645_04097 rpmH
GCF_000006645_04098 rnpA
GCF_000006645_04099 yidD
GCF_000006645_04100 yidC
GCF_000006645_04101 mnmE
GCF_000006645_04102 fabV
GCF_000006645_04103 group_3693
GCF_000006645_04104 group_3694
GCF_000006645_04105 adeP
GCF_000006645_04106 yieH
GCF_000006645_04107 glnP_1
GCF_000006645_04108 gltJ_2
GCF_000006645_04109 glnH_2
GCF_000006645_04110 group_2870
GCF_000006645_04111 phoU
GCF_000006645_04112 pstB
GCF_000006645_04113 pstA
GCF_000006645_04114 pstC
GCF_000006645_04115 pstS_2
GCF_000006645_04116 glmS
GCF_000006645_04117 glmU
GCF_000006645_04118 atpC
GCF_000006645_04119 atpD
GCF_000006645_04120 atpG
GCF_000006645_04121 atpA
GCF_000006645_04122 atpH
GCF_000006645_04123 atpF
GCF_000006645_04124 atpE
GCF_000006645_04125 atpB
GCF_000006645_04126 atpI
GCF_000006645_04127 rsmG
GCF_000006645_04128 mnmG
GCF_000006645_04129 group_2872
GCF_000006645_04130 group_4610
GCF_000006645_04131 group_4612
GCF_000006645_04132 group_1864
GCF_000006645_04133 group_3699
GCF_000006645_04134 group_4614
GCF_000006645_04135 group_1422
GCF_000006645_04136 group_4616
GCF_000006645_04137 group_1423
GCF_000006645_04139 group_3701
GCF_000006645_04140 group_4618
GCF_000006645_04141 group_4619
GCF_000006645_04142 group_3703
GCF_000006645_04143 group_4620
GCF_000006645_04144 group_1866
GCF_000006645_04145 group_4622
GCF_000006645_04146 group_4624
GCF_000006645_04147 group_4626
GCF_000006645_04148 noc_1
GCF_000006645_04149 group_3707
GCF_000006645_04150 group_4628
GCF_000006645_04151 group_4630
GCF_000006645_04152 group_2874
GCF_000006645_04153 group_4632
GCF_000006645_04154 group_4634
GCF_000006645_04155 group_4636
GCF_000006645_04156 group_4638
GCF_000006645_04157 group_1426
GCF_000006645_04158 group_1428
GCF_000006645_04159 group_4640
GCF_000006645_04160 group_3709
GCF_000006645_04161 group_4642
GCF_000006645_04162 group_4644
GCF_000006645_04163 group_4646
GCF_000006645_04164 group_4648
GCF_000006645_04165 group_4650
GCF_000006645_04166 group_4652
GCF_000006645_04167 group_3711
GCF_000006645_04168 group_4654
GCF_000006645_04169 group_477
GCF_000006645_04170 group_4656
GCF_000006645_04171 group_3713
GCF_000006645_04172 group_951
GCF_000006645_04173 group_1107
GCF_000006645_04174 group_500
GCF_000006645_04175 group_3715
GCF_000006645_04176 group_599
GCF_000006645_04177 group_4658
GCF_000006645_04178 tfaE
GCF_000006645_04179 group_8682
GCF_000006645_04180 group_8608
GCF_000006645_04181 group_55
GCF_000006645_04182 group_3718
GCF_000006645_04183 group_175
GCF_000006645_04184 group_3721
GCF_000006645_04185 group_8486
GCF_000006645_04186 group_4666
GCF_000006645_04187 group_1430
GCF_000006645_04188 group_1868
GCF_000006645_04189 group_3724
GCF_000006645_04190 group_655
GCF_000006645_04191 pld
GCF_000006645_04192 group_3727
GCF_000006645_04193 group_1873
GCF_000006645_04194 bin3
GCF_000006645_04195 group_4669
GCF_000006645_04196 group_4673
GCF_000006645_04197 parA
GCF_000006645_04198 virB
GCF_000006645_04199 group_1879
GCF_000006645_04200 group_4679
GCF_000006645_04201 yhdJ
GCF_000006645_04202 group_4685
GCF_000006645_04203 group_4688
GCF_000006645_04204 group_1884
GCF_000006645_04205 group_4691
GCF_000006645_04206 group_4694
GCF_000006645_04207 noc_2
GCF_000006645_04210 group_2878
GCF_000006645_04211 group_4697
GCF_000006645_04212 group_4699
GCF_000006645_04213 group_4701
GCF_000006645_04214 group_4703
GCF_000006645_04215 rob_3
GCF_000006645_04216 caf1M_2
GCF_000006645_04217 caf1A_2
GCF_000006645_04218 caf1
GCF_000006645_04219 group_2885
GCF_000006645_04220 group_4710
GCF_000006645_04221 group_4713
GCF_000006645_04222 cobT
GCF_000006645_04223 group_1889
GCF_000006645_04224 dnaE2
GCF_000006645_04225 group_4715
GCF_000006645_04226 group_4717
GCF_000006645_04227 group_4719
GCF_000006645_04228 group_2887
GCF_000006645_04229 group_1435
GCF_000006645_04230 xni
GCF_000006645_04231 group_4721
GCF_000006645_04232 recA_2
GCF_000006645_04233 group_4724
GCF_000006645_04234 group_2892
GCF_000006645_04235 group_4726
GCF_000006645_04236 group_3734
GCF_000006645_04237 group_3736
GCF_000006645_04238 group_4727
GCF_000006645_04239 group_4729
GCF_000007885_00038 xanP
GCF_000007885_00085 ybhI_2
GCF_000007885_00087 group_8687
GCF_000007885_00089 ddaF_2
GCF_000007885_00097 glpK
GCF_000007885_00098 glpF
GCF_000007885_00119 group_8424
GCF_000007885_00120 group_9109
GCF_000007885_00168 group_852
GCF_000007885_00169 group_2846
GCF_000007885_00186 group_1401
GCF_000007885_00247 group_8861
GCF_000007885_00255 group_2104
GCF_000007885_00258 group_9391
GCF_000007885_00260 group_2132
GCF_000007885_00352 group_2153
GCF_000007885_00402 dcuB
GCF_000007885_00408 group_8680
GCF_000007885_00446 group_3738
GCF_000007885_00551 group_9388
GCF_000007885_00619 group_1202
GCF_000007885_00661 yfiH
GCF_000007885_00759 thiI
GCF_000007885_00820 group_616
GCF_000007885_00821 group_705
GCF_000007885_00823 group_887
GCF_000007885_00824 group_620
GCF_000007885_00827 group_2191
GCF_000007885_00828 group_2194
GCF_000007885_00830 group_1608
GCF_000007885_00833 group_2203
GCF_000007885_00838 group_627
GCF_000007885_00864 group_1612
GCF_000007885_00875 group_8664
GCF_000007885_00876 group_8589
GCF_000007885_00877 group_92
GCF_000007885_00882 group_8969
GCF_000007885_00912 otnK
GCF_000007885_00919 uidB
GCF_000007885_00925 group_2606
GCF_000007885_00926 group_185
GCF_000007885_00927 rcsD
GCF_000007885_00972 group_838
GCF_000007885_00973 group_8981
GCF_000007885_00974 rhlE_1
GCF_000007885_00975 group_8499
GCF_000007885_00976 group_3742
GCF_000007885_00977 group_3744
GCF_000007885_00978 group_1893
GCF_000007885_00979 group_1113
GCF_000007885_00980 group_2895
GCF_000007885_00981 rhlE_2
GCF_000007885_00982 cecR
GCF_000007885_00983 group_4731
GCF_000007885_00984 ybhF
GCF_000007885_00985 ybhS
GCF_000007885_00986 ybhR
GCF_000007885_00987 group_4735
GCF_000007885_00988 dmlR_3
GCF_000007885_00989 nemA_2
GCF_000007885_00990 zraR
GCF_000007885_00991 sasA_3
GCF_000007885_00992 group_4740
GCF_000007885_00993 xapB
GCF_000007885_00996 xapA
GCF_000007885_00997 group_2899
GCF_000007885_00998 benM_2
GCF_000007885_00999 betT
GCF_000007885_01000 betI
GCF_000007885_01001 betB_2
GCF_000007885_01002 betA
GCF_000007885_01084 group_8607
GCF_000007885_01085 group_8683
GCF_000007885_01086 group_176
GCF_000007885_01094 chb_1
GCF_000007885_01095 group_1627
GCF_000007885_01098 group_1624
GCF_000007885_01103 group_1240
GCF_000007885_01164 group_532
GCF_000007885_01173 group_8497
GCF_000007885_01181 group_8593
GCF_000007885_01185 pqiC
GCF_000007885_01225 pflB
GCF_000007885_01358 group_468
GCF_000007885_01376 group_1440
GCF_000007885_01387 group_939
GCF_000007885_01391 group_492
GCF_000007885_01392 group_4745
GCF_000007885_01393 group_549
GCF_000007885_01400 group_518
GCF_000007885_01404 group_8513
GCF_000007885_01446 fpvA
GCF_000007885_01470 group_327
GCF_000007885_01521 malK_3
GCF_000007885_01544 group_1309
GCF_000007885_01546 group_1441
GCF_000007885_01548 group_2504
GCF_000007885_01551 group_3749
GCF_000007885_01741 astD
GCF_000007885_01742 group_2469
GCF_000007885_01744 phoE_1
GCF_000007885_01745 group_4746
GCF_000007885_01786 group_8495
GCF_000007885_01815 group_4747
GCF_000007885_01818 group_1477
GCF_000007885_01858 group_70
GCF_000007885_01862 group_2466
GCF_000007885_01924 iolG_4
GCF_000007885_01926 group_1050
GCF_000007885_01927 hpmA
GCF_000007885_01977 group_334
GCF_000007885_01978 group_8502
GCF_000007885_02016 group_1280
GCF_000007885_02134 group_1047
GCF_000007885_02135 ypwA
GCF_000007885_02139 yceI
GCF_000007885_02141 asr_1
GCF_000007885_02145 group_1038
GCF_000007885_02197 ydhF
GCF_000007885_02198 group_3751
GCF_000007885_02202 yenC2
GCF_000007885_02268 group_1683
GCF_000007885_02269 group_8494
GCF_000007885_02270 group_4342
GCF_000007885_02271 group_2364
GCF_000007885_02272 group_8949
GCF_000007885_02273 group_8328
GCF_000007885_02303 group_8509
GCF_000007885_02307 group_1269
GCF_000007885_02337 group_4748
GCF_000007885_02376 group_1475
GCF_000007885_02378 group_2337
GCF_000007885_02414 group_1260
GCF_000007885_02415 group_1661
GCF_000007885_02464 group_956
GCF_000007885_02467 group_4749
GCF_000007885_02473 group_1023
GCF_000007885_02476 group_8600
GCF_000007885_02486 group_1631
GCF_000007885_02491 group_2237
GCF_000007885_02539 ung
GCF_000007885_02562 murR_1
GCF_000007885_02580 group_138
GCF_000007885_02602 group_421
GCF_000007885_02610 group_2968
GCF_000007885_02612 group_2319
GCF_000007885_02643 group_1019
GCF_000007885_02689 group_2288
GCF_000007885_02709 potA_3
GCF_000007885_02710 group_2277
GCF_000007885_02715 group_2274
GCF_000007885_02763 group_1015
GCF_000007885_02770 group_1644
GCF_000007885_02792 recB_1
GCF_000007885_02793 group_8503
GCF_000007885_02801 group_94
GCF_000007885_02878 group_1359
GCF_000007885_02899 group_402
GCF_000007885_02926 group_1150
GCF_000007885_02927 group_2677
GCF_000007885_02962 group_209
GCF_000007885_02966 cdiA2
GCF_000007885_02995 group_589
GCF_000007885_03000 group_453
GCF_000007885_03003 group_3016
GCF_000007885_03058 group_1818
GCF_000007885_03063 group_1087
GCF_000007885_03090 group_1082
GCF_000007885_03092 group_1081
GCF_000007885_03094 group_1814
GCF_000007885_03098 fliC_2
GCF_000007885_03099 fliC_1
GCF_000007885_03100 group_4750
GCF_000007885_03101 fliS_2
GCF_000007885_03102 group_4751
GCF_000007885_03103 lpxD_2
GCF_000007885_03104 group_4752
GCF_000007885_03105 lafS
GCF_000007885_03106 lafT
GCF_000007885_03107 lafU
GCF_000007885_03108 group_3757
GCF_000007885_03109 group_3758
GCF_000007885_03110 group_3759
GCF_000007885_03111 slyB_2
GCF_000007885_03112 slyB_3
GCF_000007885_03113 group_9101
GCF_000007885_03114 group_8434
GCF_000007885_03133 group_431
GCF_000007885_03148 group_8862
GCF_000007885_03149 group_1190
GCF_000007885_03174 group_2097
GCF_000007885_03179 group_8436
GCF_000007885_03180 group_9106
GCF_000007885_03182 argE
GCF_000007885_03221 group_1539
GCF_000007885_03232 elfC
GCF_000007885_03347 group_2094
GCF_000007885_03362 group_288
GCF_000007885_03367 group_2833
GCF_000007885_03372 group_253
GCF_000007885_03433 shlB_1
GCF_000007885_03473 papC_4
GCF_000007885_03480 group_1074
GCF_000007885_03487 abgT
GCF_000007885_03491 group_416
GCF_000007885_03493 group_1079
GCF_000007885_03538 group_379
GCF_000007885_03539 group_372
GCF_000007885_03541 group_4008
GCF_000007885_03548 group_376
GCF_000007885_03565 group_2724
GCF_000007885_03566 group_426
GCF_000007885_03567 group_8498
GCF_000007885_03569 group_2722
GCF_000007885_03589 group_8994
GCF_000007885_03590 group_2720
GCF_000007885_03648 group_841
GCF_000007885_03653 group_4753
GCF_000007885_03688 group_274
GCF_000007885_03810 nupX
GCF_000007885_03856 group_8592
GCF_000007885_03857 group_8679
GCF_000007885_03976 group_2058
GCF_000007885_03978 ssuA_1
GCF_000007885_03981 group_1530
GCF_000007885_03988 group_465
GCF_000007885_03999 vgrG1_1
GCF_000007885_04006 clpV1_5
GCF_000007885_04013 group_9117
GCF_000007885_04014 group_8422
GCF_000007885_04016 group_3683
GCF_000007885_04017 group_648
GCF_000007885_04022 selB_2
GCF_000007885_04024 group_2865
GCF_000007885_04060 group_309
GCF_000007885_04101 group_4756
GCF_000007885_04102 group_4757
GCF_000007885_04103 rfaH_2
GCF_000007885_04104 group_4759
GCF_000007885_04105 group_4760
GCF_000007885_04106 group_4761
GCF_000007885_04107 group_4762
GCF_000007885_04108 group_4763
GCF_000007885_04109 group_4764
GCF_000007885_04110 group_4765
GCF_000007885_04111 group_4766
GCF_000007885_04112 group_4767
GCF_000007885_04113 group_4768
GCF_000007885_04114 group_4769
GCF_000007885_04115 group_4770
GCF_000007885_04116 group_4771
GCF_000007885_04117 group_4772
GCF_000007885_04118 group_4773
GCF_000007885_04119 group_4774
GCF_000007885_04120 group_4775
GCF_000007885_04121 group_4776
GCF_000007885_04122 group_4777
GCF_000007885_04123 group_4778
GCF_000007885_04124 group_4779
GCF_000007885_04125 group_4780
GCF_000007885_04126 group_4781
GCF_000007885_04127 group_4782
GCF_000007885_04128 group_4783
GCF_000007885_04131 group_1115
GCF_000007885_04132 group_3760
GCF_000007885_04133 group_3761
GCF_000007885_04134 group_3010
GCF_000007885_04135 group_3762
GCF_000007885_04136 group_9884
GCF_000007885_04137 group_4784
GCF_000007885_04138 group_4785
GCF_000007885_04139 ypkA
GCF_000007885_04140 group_1444
GCF_000007885_04141 group_799
GCF_000007885_04142 yopH
GCF_000007885_04143 group_358
GCF_000007885_04144 yscM
GCF_000007885_04145 yscL
GCF_000007885_04146 yscK
GCF_000007885_04147 group_4790
GCF_000007885_04148 yscI
GCF_000007885_04149 yscH
GCF_000007885_04150 yscG
GCF_000007885_04151 yscF
GCF_000007885_04152 yscE
GCF_000007885_04153 yscD
GCF_000007885_04154 sctC_4
GCF_000007885_04155 yscB
GCF_000007885_04156 virF
GCF_000007885_04157 yscW
GCF_000007885_04158 yscU_2
GCF_000007885_04159 spaR
GCF_000007885_04160 spaQ_2
GCF_000007885_04161 spaP_2
GCF_000007885_04162 yscQ
GCF_000007885_04163 group_1449
GCF_000007885_04164 yscO
GCF_000007885_04165 yscN
GCF_000007885_04166 yopN
GCF_000007885_04167 tyeA
GCF_000007885_04168 sycN
GCF_000007885_04169 yscX
GCF_000007885_04170 yscY
GCF_000007885_04171 invA
GCF_000007885_04172 group_4802
GCF_000007885_04173 group_4803
GCF_000007885_04174 lcrV
GCF_000007885_04175 ipgC
GCF_000007885_04176 yopB
GCF_000007885_04177 yopD
GCF_000007885_04178 group_4805
GCF_000007885_04179 yopM
GCF_000007885_04180 group_4806
GCF_000007885_04181 group_3771
GCF_000007885_04182 group_3772
GCF_000007885_04183 sycT
GCF_000007885_04184 yopT
GCF_000007885_04185 group_4807
GCF_000007885_04186 ylpA
GCF_000007885_04187 group_9546
GCF_000007885_04188 group_1116
GCF_000007885_04189 group_9885
GCF_000007885_04190 group_3774
GCF_000007885_04191 group_4808
GCF_000007885_04192 sopB
GCF_000007885_04193 group_2912
GCF_000007885_04194 group_2913
GCF_000007885_04195 group_4809
GCF_000007885_04196 parE1
GCF_000007885_04197 yopE
GCF_000007885_04198 yerA
GCF_000007885_04199 group_2915
GCF_000007885_04200 group_4812
GCF_000007885_04201 group_752
GCF_000007885_04202 group_2916
GCF_000007885_04203 group_4813
GCF_000007885_04204 group_795
GCF_000007885_04205 group_8640
GCF_000007885_04206 group_1913
GCF_000007885_04207 group_2917
GCF_000007885_04208 tnpR
GCF_000007885_04209 group_761
GCF_000007885_04210 group_1454
GCF_000007885_04211 yadA_2
GCF_000007885_04212 group_4815
GCF_000007885_04213 group_663
GCF_000007885_04214 group_3966
GCF_000007885_04215 traI
GCF_000007885_04216 group_9547
GCF_000007885_04221 group_601
GCF_000007885_04259 group_2919
GCF_000007885_04260 group_2920
GCF_000007885_04261 nrdB_2
GCF_000007885_04262 nrdA_2
GCF_000007885_04265 group_1419
GCF_000007885_04269 group_4613
GCF_000007885_04270 group_4817
GCF_000007885_04271 repB
GCF_000007885_04272 group_4819
GCF_000007885_04288 group_85
GCF_000007885_04307 group_164
GCF_000007885_04309 group_8596
GCF_000007885_04310 group_128
GCF_000007885_04323 group_1875
GCF_000007885_04335 group_3778
GCF_000007885_04336 group_2921
GCF_000007885_04337 group_766
GCF_000007885_04338 group_1918
GCF_000007885_04339 pla_2
GCF_000007885_04340 group_3784
GCF_000007885_04341 higB2
GCF_000009065_00169 group_1975
GCF_000009065_00171 argD_2
GCF_000009065_00173 group_8678
GCF_000009065_00249 group_8667
GCF_000009065_00250 group_8587
GCF_000009065_00299 group_1194
GCF_000009065_00359 group_1560
GCF_000009065_00444 ettA_2
GCF_000009065_00506 group_146
GCF_000009065_00508 group_1384
GCF_000009065_00528 group_2775
GCF_000009065_00529 group_2772
GCF_000009065_00713 group_4820
GCF_000009065_00721 group_1376
GCF_000009065_00748 group_1905
GCF_000009065_00773 angR
GCF_000009065_01136 group_350
GCF_000009065_01141 group_2644
GCF_000009065_01231 group_8972
GCF_000009065_01323 group_1930
GCF_000009065_01328 group_1772
GCF_000009065_01343 group_1770
GCF_000009065_01344 group_2579
GCF_000009065_01349 group_1768
GCF_000009065_01351 group_1765
GCF_000009065_01524 group_1746
GCF_000009065_01599 group_8501
GCF_000009065_01602 group_8980
GCF_000009065_01681 group_727
GCF_000009065_01684 tap
GCF_000009065_01738 group_8485
GCF_000009065_01939 group_2486
GCF_000009065_01944 group_513
GCF_000009065_01989 ompD
GCF_000009065_01990 group_23
GCF_000009065_01992 group_3789
GCF_000009065_01995 group_174
GCF_000009065_02047 group_8989
GCF_000009065_02048 group_73
GCF_000009065_02054 group_1718
GCF_000009065_02130 group_8490
GCF_000009065_02194 group_8512
GCF_000009065_02203 adhE
GCF_000009065_02290 group_732
GCF_000009065_02294 group_3790
GCF_000009065_02295 group_2927
GCF_000009065_02296 group_4822
GCF_000009065_02297 group_3793
GCF_000009065_02298 group_3796
GCF_000009065_02299 group_3799
GCF_000009065_02300 group_3802
GCF_000009065_02301 group_2930
GCF_000009065_02302 group_4823
GCF_000009065_02303 group_2933
GCF_000009065_02304 group_1465
GCF_000009065_02305 group_4827
GCF_000009065_02306 group_4829
GCF_000009065_02315 group_809
GCF_000009065_02321 group_1700
GCF_000009065_02325 group_1297
GCF_000009065_02335 group_1279
GCF_000009065_02336 group_1276
GCF_000009065_02582 pbpC_1
GCF_000009065_02671 group_2235
GCF_000009065_02809 group_529
